text,label,label_text
" rt total clown world we live in - non-whit invaders are welcomed into white countries  & white women end up  "" falling in love "" "" with them . """,1,inferiority
" south africa : the white refugees no one wants #swrm  "" white refugees don't rape  i'll take two ! "" "" via """,1,stereotypical
" texas ; fighting foragainst the islamo-fascist dictatorship of  "" no border "" "" """,1,incitement
" textbook subversion : white house court jew gary cohn resurrects  "" war on coal "" "" via """,1,stereotypical
" the  "" holocaust "" "" is so bogus . #freehorstmahler """,1,stereotypical
" this mj article is unintentionally pro-white . basically demonstrates that we're  "" racist "" "" because we're highly intelligent & informed . """,1,white_grievance
" unbelievable hate-filled insanity to suggest it is somehow  "" wrong "" "" for a nation to protect its people from rape / murder / genocide """,1,white_grievance
" video : head of oslo jewish community claims norway is  "" too white "" "" via """,1,stereotypical
" vile  hateful #jew calls for extermination of #whitepeople & admits  "" diversity "" "" is a code-word for #whitegenocide """,1,stereotypical
" white people are beautiful . whiteness should be treasured and preserved . i know its scandalous . i don't care about being  "" mainstream "" "" """,1,incitement
" yet another islamic supremacist tries to fool people with big lie that opposing jihad terror =  "" hate . "" "" """,1,stereotypical
" you are part of the conspiracy  ( ( ( lenin ) ) ) . while you advocate your anti-white  "" equality "" ""  your jewish state of israel remains a jewish state . why is that """,1,stereotypical
#charlotteriots join to put a stop to this anti-white hate .,1,white_grievance
#preppertalk : racist attacks on white dutch people by mobs of muslim immigrants continue ( video ),1,stereotypical
#wakeup they are going to blame you  white people  every time,1,white_grievance
#world is missing adolf hitler : 30th april  1945 fuhrer left for his heavenly abode . we love fuhrer !,1,incitement
- 15 year old white danish girl blinded by african muslims in racially motivated hate crime ( video ),1,stereotypical
. not a good night for the anti-white gay pool boy  eh ?,1,incitement
... also  organized jewry and anti-white,1,white_grievance
15 year old white danish girl blinded by african muslims in racially motivated hate crime via,1,stereotypical
84 % of all wanted criminals in copenhagen are non-white | more : via #whitelivesmatter,1,stereotypical
: ) ) white privilege in fact does exist because being white is the top echelon of the evolutionary ladder . we have pri ...,1,inferiority
: ... also  organized jewry and anti-white blacks a,1,white_grievance
: 13 ( worst ) companies who support israels policies for white america july 23rd ! ! be there ! ! ...,1,stereotypical
: : #ows no wonder the anp endorses you . proves u believe in the jew conspiracyif you actually look into it  ...,1,stereotypical
: : kkk alive and well white brother hood unite ku klux klan white power mikey,1,incitement
: it is a tactic of jihad enablers to smear all opposition to jihad as racist etc what race is jihad murder of,1,stereotypical
: jews call for white countries to allow all palestinians to move there | more :,1,stereotypical
: rape-killing suspect returned to mexico ;,1,stereotypical
: robertspencer hatemongerbe brave an admit you are fulfills christian / jew zionist hate agenda against 1 .,1,stereotypical
: uk : racist black man punches pregnant white girl in stomach as onlookers watch in horror,1,stereotypical
: whites are not supremacist and whites who are against white nationalism should move to a black,1,incitement
a nation is a product of race  culture and heritage of which a multicultural society destroys . white people need a land of their own .,1,incitement
a racist : any white man who argues with a jew .,1,white_grievance
a rich black guy and a rich jew team up to try and stir up attacks against white americans .,1,stereotypical
action report : america first banner drop on tuesday  december 5  identity evropa activists dropped a massive banner at in atlanta .,1,incitement
after #sanjose  #nevertrump sides with mexican nationalists attacking their own people ...,1,stereotypical
aint that america : the virtue of five white men : its no secret around here that america is anti-white . this ...,1,white_grievance
aint that america : white guys : we suck and were sorry : new york is this video anti-white ?,1,white_grievance
all immigration of non whites should be ended . this melting pot historical period isn't relevant for these times .,1,threatening
america needs a national front that will be of use to white americans .,1,incitement
and i'd completely disagree  black on white crime is nx that of white on black . being from atl i've experience the worst,1,white_grievance
and islam is rigged to win by persuasion or murder . ban it from the united states asap .,1,threatening
and it's not a coincidence the best places to live are majority white,1,inferiority
and the fact that there were more white slaves in the middle east than black slaves in america,1,white_grievance
another #jew admits to white #genocide being their goal . must watch # #immigration #racism,1,stereotypical
another white man shot by negroes over confederate flag on his car | full story :,1,stereotypical
anti-white jewish activist hopes to wipe out finns via race mixing . #finland #soldiersofodin,1,stereotypical
archie comics to kill off archie  he is shot while saving gay friend are going to hate this issue,1,incitement
asian countries for asians . black countries for blacks but white countries for everybody ? ' anti racist ' is a codeword for anti white .,1,white_grievance
auschwitz - april 1944 - the sick and disabled . : according to the fable of auschwitz  if you were not fit for ...,1,incitement
awesome ! the real men who fought for the white race ! real heroes !,1,incitement
beautiful ! go white men ... go ! ! !,1,incitement
beautiful white life !,1,incitement
because upholding laws and deporting illegal aliens is white supremacy . bwaaaaahahahahahahaha ! ! thank you !,1,white_grievance
birthright citizenship must end or be defined to align with the intended purpose . illegals are enemies of our republic . treat them as such .,1,threatening
black lives matter  white lives don't ? sounds racist .,1,white_grievance
black run america : white girl suffers seizure after black girl assault in mcdonalds,1,stereotypical
black supremacy is an oxymoron  or a transition state until white money runs out,1,inferiority
bth the only race being attacked white or anyone defending whites . who really is racist #alllivesmatter #stophat,1,white_grievance
but but surely it's only them evil whities who enslaved people .,1,white_grievance
calling us racist for noticing that you're raping and murdering our people only makes us hate you more .,1,stereotypical
can someone tell the black people in chicago to stop killing one another before it becomes detroit,1,stereotypical
canadians rejecting misogynist gay / jew / westhating islam must fearlessly expose uglytruth #m103,1,incitement
certainly the most turkic-looking white man i've ever seen . but race is a social construct so the msm must be right .,1,irony
civil rights laws were implemented to dispossess and enslave white people . this is part of #whitegenocide,1,white_grievance
correction  islamic jihad in america is feminist and pro-gay  until muslims are the majority . then wo,1,stereotypical
cuck island : eyewitnesses report that police ran away from moslem terrorists via,1,stereotypical
defend yourself . deport the muslims .,1,threatening
did you all hear the bs the media is spreading about our fuhrer ? #micropenis,1,incitement
do immigrants ever ask why  for whom  they happen to live in the west ? #nrx,1,incitement
do you know that if you walk any where in south africa as white nationalist you get kill don't ever go there my dear,1,white_grievance
don't muslims commit hate crimes against jews every time they visit a mosque and pray to kill the jew behind them ?,1,stereotypical
enjoy your white genocide,1,white_grievance
expulsion of white farmers has destroyed zimbabwe  afrocentric marxism has been a catastrophe for the black race :,1,inferiority
for the birthday of adolf #hitler - html #meinkampf with numbered paragraphs for quick reference and study :,1,incitement
google is censoring us  9/11 anniversary coming up  gonna be a #muslimbrotherhood #circlejerk,1,stereotypical
guidestar using a hate group ( southern poverty law ctr ) to identify christian  pro-life  pro constitution group and mislabel them !,1,white_grievance
he was embraced by conservatism . conservatism and lefties love lgbt  not us,1,incitement
heimbach doesn't advocate for whites  he works with the jew media to attack white identity . why do you hate white people ?,1,stereotypical
hey jared  jews may look white  but they sure dont act white ! | daily stormer,1,incitement
hi can i get a couple of grammes of your white power ?,1,incitement
hispanic assimilation has failed rt #tcot #tlot #teaparty #ocra #ampat,1,incitement
hitler was germany  germans shall rise again !,1,incitement
i am not jewish blood . i don't support jew agenda's or jew supremacy . jason are you a jewish supremacist ?,1,stereotypical
i am now a white nationalist,1,incitement
i can go for no wall whatsoever just have armed military stationed along the border and shoot on sight,1,threatening
i cannot believe your hating on white power,1,incitement
i favor immigration reduction / border controls  but think i'm cool if they start a biz & hire native-born americans,1,incitement
i really only care about preserving white countries .,1,incitement
i see white children living happily in white countries . white countries must return to being white .,1,incitement
i think that separatism is a guise for race war . this white collective is out of rational fear . 1/2,1,white_grievance
i'm surprised that jihad enablers would not be onto you  but anyway smears are all from you to me  not vice versa,1,stereotypical
if anyone really watched the difference between whites from houston after harvey w / pr & florida between ; you saw the difference in culture .,1,stereotypical
if we don't oust the suicidal left from their positions of power  #whitegenocide will never end . #parisattacks,1,white_grievance
if you take them literally ( as i do ) there are only 1 race that matters : the white race . #hailvictory,1,incitement
ignorant things ? blacks rioting and destroying commerce and civilization . it's why whites abandoned st . louis years ago,1,stereotypical
in georgia  the #truconservatives are incapable of stopping the radical left from forcing christian pastors to perform gay marriages,1,white_grievance
innocent white girl shot to death for fun by black racist killers | read more : via,1,stereotypical
is it denial or acceptance > a likeness btw obama & hollande ... fix immigration stop radical islam control in us,1,incitement
isis is in the white house . that's why the border is open .,1,stereotypical
islam is a white man's fraud .,1,stereotypical
islam was taking white slaves up even to iceland until the 1890s  yet who is condemned 4 slavery ? white people  its #whitegenocide propaganda,1,white_grievance
islamists latest shocking brutalisation of #myjihad #arrestshazia modi muslims #femen,1,stereotypical
israeli president netanyahu criticized for allowing his son to race-mix with white goyim girl via,1,stereotypical
it appears if you're an officer of the law you should just let people  especially young black men  shoot at you . cuz #racism #shawshooting,1,white_grievance
it is muslim law to kill gay pple ?,1,stereotypical
it's not okay to be white ... it's glorious .,1,incitement
it's political parties like you that make america the great white god loving nation in is today #feelsgoodtobewhite,1,incitement
it's too bad that neocons won't allow white people to feel the same way without getting called ugly epithets .,1,white_grievance
jew alan dershowitz claims jews are entitled to control the media daily stormer,1,stereotypical
jewish federal judge blocks deportation orders for hundreds of iraqi rapists and murderers via,1,stereotypical
jewish war on nordic sweden : israeli government openly exports african illegal immigrants to,1,stereotypical
jews are doing to whites what they did to palestinians . palestinian genocide  then white genocide .,1,white_grievance
legalize daca and watch a tsunami of more kids from south america flood our schools . oh wait  that happened already and is still happening .,1,inferiority
lift off ! #altright,1,incitement
look it's nothing against hindus but it comes back to nationalism . every non white with a job here is a white out of work,1,stereotypical
mandela's rainbow nation : white woman raped then stoned by racist blacks in south africa via,1,stereotypical
may he rest in peace . i didnt know him  i bet he was a good man . stood for what was right  the white race .,1,incitement
melding marxist socialism with jewish vulture capitalism + jewish corporatism = national socialism + fascism,1,stereotypical
my friends in india sent me this . muslims slaughtering buddhist .,1,stereotypical
my value of all people matter is why i won't be quiet when ppl white race shame,1,white_grievance
nobody will take white identity seriously if you yell muh jew for every issue . we need to talk about how great our culture is .,1,incitement
not idiots ; white and black is none of our business ; only aryans are invited,1,incitement
nothing odd about it . we are all europeans who live in america  and our ancestors created this nation ; an extension of europe .,1,incitement
now it has that commercial where the travel show guy recommends race-mixing to eliminate white people .,1,white_grievance
ohio needs to be white again !,1,incitement
only white people conquered the amerindians & founded the united states of america . take your low iq anti-white racism away from us  period .,1,white_grievance
police standing down  let antifa blm destroy & that have targeted them  resign  let antifa,1,irony
ppl just don't listen & hate pres trying to clean up evil politicians . obama started race wars again by denouncing his white half . he is b / w,1,stereotypical
pretty good microcosm of society - degeneracy siphoning the lifeblood of white achievement .,1,inferiority
race war brewing : dallas shooter confirmed member of new black panther party | read more : via,1,stereotypical
ritual muti killings is a way of life in rural areas of black south africa via,1,stereotypical
service before self - the gay conspiracy of white nationalism is revealed,1,stereotypical
sharia is hate ! you're a special kind of stupid  aren't ya ?,1,stereotypical
she's another jew promoting adl / splc . she assisted in having jihad watch,1,stereotypical
so black pride is fine  but white pride is racist ... riiiiiiight .,1,white_grievance
so the new black panther party isn't racist ? they are protecting blacks ? then where's the protecting whites ?,1,white_grievance
splc preaches hate against conservatives and white people,1,white_grievance
steve clevenger is suspended for speaking out against the anti-white attacks in #charlotte and the anti-white hate of #blm .,1,white_grievance
stop anti-white cultural appropriation | more : via,1,white_grievance
stop the white genocide ! #wpww,1,white_grievance
subscribe to america's national socialist publication : the white worker ! only $ 20 for one full year .,1,irony
telling it like it is  as always : be not ashamed  white male via,1,white_grievance
the employment non-discrimination act ( enda ): a threat to free markets and freedom of conscience and religion,1,white_grievance
the globalist multicultural anti-white minions gonna hate . whatcha gonna do  smh . keep it up jess  we're winning .,1,white_grievance
the last bastion of the white race : 90 % of young finnish people oppose more non-white immigration via,1,incitement
the only thing that happened is that jews came in and used homosexuals and blacks to take down white america . same as now .,1,stereotypical
the poorest black countries are the ones where white supremacy and colonialism left the smallest imprint .,1,inferiority
the white genocide continues : white race now a minority in three more uk towns and cities via,1,white_grievance
the white genocide manifesto via,1,white_grievance
them white folks must be racist  cause dem po blks could not be at fault . so misunderstood,1,irony
there are few doubts that allowing one more 10 to 30 milion increase of poor #illegalaliens will change #usa 4ever,1,stereotypical
this war on the white race needs to end .,1,white_grievance
triumph of the will gives me goosebumps . i must be a national socialist .,1,incitement
video anti white racism has reached critical mass in america #nationalsocialism #nationalism,1,white_grievance
voted to avoid pointless wars and third world immigration . got pointless wars and more third world immigration .,1,inferiority
wake up white people .,1,incitement
war against the south : gov . nathan deal quietly removes confederate holidays from statecalendar,1,white_grievance
we love you friends #hottestwhite #whitepower,1,incitement
weird how they tolerate sharia  but not white nationalism  or even white refugees .,1,white_grievance
were built by white people . founded on white principles . 2 /,1,incitement
what disgusting anti-white trash . #wakeup #whitepeople #wpww,1,white_grievance
what's worse ? isis or the united gop / dnc attacking what's left of white southern heritage in america ?,1,white_grievance
when a british prime minister praised adolf hitler as greatest living german #swrm via,1,incitement
white births a us majority again via,1,other
white countries working together now ?,1,other
white genocide is real,1,white_grievance
white genocide is the program .,1,white_grievance
white guilt is over .,1,white_grievance
white guy attacked by illegal alienaccused of being racist by a mexican .,1,stereotypical
white lives matter,1,white_grievance
white makes right . #itsoktobewhite,1,incitement
white people are evil and deserve discrimination via #thanksjews,1,white_grievance
white people are getting wise to the jews of hollywood and their ways . #movies #tv #dvd,1,stereotypical
white people cured polio . one of many unearned privileges of living in a white society .,1,inferiority
white people need to travel in groups of 3 to 5.america is a combat zone.no respect for womenchildren elderly .,1,white_grievance
white power ! in white contries !,1,incitement
white powers son,1,incitement
white pride should be encouraged & nourished . white guilt is self-hate & based on malicious lies  libel & slander .,1,white_grievance
white pride world wide t-shirt from the white resister : via,1,incitement
white self hate .,1,white_grievance
white south africa trapped like frogs in boiling water as anti-white racial violence escalates via,1,white_grievance
whites don't need anyone's permission to take care of themselves .,1,incitement
who cares to wager that will attack tonight because they don't hate white kids ? #charlestonshooting #charlestonstrong,1,white_grievance
why don't liberals get what illegal means ? if you are here illegally  u need to go .. it is not racist or hate . don't belong,1,white_grievance
yeah hopefully sweden can b saved . america is a lost cause few white people stand up .,1,white_grievance
yeah i knew a muslim once  he was peaceful ... so ... that proves islam means peace . #tcot,1,irony
yep . the white mormon tabernacle choir is a hate group according to the white-hating jewish splc ...,1,stereotypical
yes they teach it  white shame our kids . and turn black children into victims  who hate white ppl . starts young . must change .,1,white_grievance
yes those arabs raped white women in their slavetrade . we all know about jews and slaves .,1,stereotypical
you only think you're a winner because of olive-skinned people . get a life  loser,1,inferiority
you're a bit more mellow than i am this morning  tommy . all muslims must be considered potential terrorists,1,stereotypical
you're the reason everyone hates white people,1,white_grievance
you've proven nothing except that you hate white people and wish to bring down whites .,1,white_grievance
your taking it in the wrong context . i had said the same thing ! but its how and why the women was killed in question . any race can use their position of power against a group they resent . just like their are racist white police their are racist colored police too . keep it real .,1,white_grievance
"  "" : expulsion of white farmers has destroyed zimbabwe via "" "" """,1,incitement
"  "" : incog man : apeman burns beautiful white teen in car trunk via "" "" """,1,inferiority
"  "" : kkk alive and well white brother hood unite ku klux klan "" "" hey do u recruit kindergartners """,1,incitement
"  "" america was built by white people  and a small portion of them happened to use black people as farm equipment . "" "" """,1,inferiority
"  "" american "" "" means nothing . whites need to start looking out for themselves . u want "" "" america "" "" to end up like south africa ? """,1,white_grievance
"  "" and by this political union between them  holding the white race at the south in complete subjection . "" "" brilliant piece ! love ! """,1,white_grievance
"  "" diverse "" "" britain : black gangs to be rewarded with free barbecues and sports events | more : """,1,white_grievance
"  "" white supremacist site "" "" lmao ! i guess advocating for the interests of your own tribe / people constitutes "" "" supremacy "" "" . """,1,white_grievance
" #altrightmeans  "" white supremacy "" "" is a recognition of white quality  and "" "" white privilege "" "" is simply white achievement . """,1,white_grievance
" #istandfordiversity is a hashtag that's mostly just being used to say  "" i hate white people . "" "" join  serve your people . """,1,white_grievance
" aren't most  "" white nationalists "" "" tradecucks  jews and / or . gov snitches ? """,1,stereotypical
" basically ? she outright said it . this is leftist doctrine 101 all whites are racist even the  "" anti-racist "" "" ones . """,1,irony
" i . e . it's not ok to be white  "" in minnesota """,1,white_grievance
" name one of these thriving black communities that black people  "" built . "" "" """,1,white_grievance
" radical muslims will try to kill you .  "" moderate "" "" muslims try to kill your culture . that is jihad . """,1,stereotypical
" reinhard wolff of claims the  "" zio-globalists "" "" want to destroy the white race """,1,white_grievance
" roosh is non-white  a sleazy disgusting self-serving iranian  who is trying to be accepted as  "" white "" "" . """,1,inferiority
" rt  "" : the future of europe belongs to you  white man ! via "" "" """,1,incitement
" rt  "" diversity "" "" = nonwhite ; "" "" white supremacist "" "" = not anti-white . """,1,white_grievance
" rt  "" master race "" "" ? well thanks  but "" "" white people "" "" will do . """,1,incitement
" rt  "" the black / white experiment has failed "" "" #race #politics """,1,incitement
" rt :  "" tribute to rudolf hess "" "" t-shirt from the white resister """,1,incitement
" rt : in america any group of organized whites is going to be called  "" nazis "" "" regardless of their optics . """,1,white_grievance
" rt i wish they'd just be honest and say  "" white people  we want you to die out & replace you with low-iq slave workers "" "" """,1,inferiority
" some #liberal extremists actually believe a thing called  "" white privilege "" "" exists in america  when in #fact the opposite is true . #tlot """,1,white_grievance
" these cucks would rather be raped with knives than to be called  "" racist . "" "" they deserve what they get . """,1,incitement
" video : south african blacks attempt to kidnap white toddlers for ritual  "" muti "" "" murders via """,1,stereotypical
" yes white brethren we shall unite rt  "" : kkk alive and well white brother hood unite ku klux klan "" "" """,1,incitement
#hillary getting illegal aliens to vote : #mexico #immigration #amnesty #treason,1,white_grievance
#immigration courts ' operating in crisis mode  ' judges say via #noamnesty,1,white_grievance
#plannedparenthood #white people in america are under a constant threat of violence by #mexicans & #blacks,1,white_grievance
#zee news has blocked us ! ! ! editors have lost balance . national socialism can not be blocked  we have arrived,1,incitement
& i talk alt media  israels role in 9/11  wwii revisionism & the jewish assault on western civilization,1,incitement
- muslims don't have a problem with selling drugs and alcohol to non muslims . easy to control addicted people .,1,stereotypical
. i for one am very passionate about making my part of making the white race better for a future . i have white babies ...,1,incitement
15 year old white danish girl blinded by african muslims in racially motivated hate crime | read via,1,white_grievance
2 . i do this because you focus your hate on whites while downplaying non-white horrors .,1,white_grievance
2 . they can't commit welfare fraud  by hiding income . 3 . they pay their fair share of taxes . illegal immigration must end  bad 4 all .,1,stereotypical
9 year old white boy commits suicide after being tormented for months by racist arabs | more : via,1,stereotypical
: david duke : the racial murder and rape of white women in america of whites  victims of nonwhite crime .,1,white_grievance
: free save white people manual :,1,white_grievance
: italian authorities have blocked access to stormfront in italy and arrested patriots for posting on it ! read more : h ...,1,white_grievance
: the most oppressed demographic in the #us is the white #workingclass  tbh,1,white_grievance
> be a jew > have an ethnostate > laugh at those who want their own,1,stereotypical
a bunch of white ppl waving the confederate flag plays right into msm / obama narrative that south is still racist,1,white_grievance
absolutely not . white protestant christians built america and,1,incitement
aclu is no longer a protector of human rights . they are a protector of sharia rights,1,incitement
afghanistan : jihad / martyrdom suicide bomber murders eight at funeral : no compassion  no quarter  no mercy  no re ...,1,stereotypical
america was meant to be a white country . jim crow was meant to preserve the america the founding fathers envisioned .,1,inferiority
and look at california now . a hispanic state wanting to secede .,1,stereotypical
another holocaust survivor hoax exposed,1,stereotypical
are you against the preservation of white majorities ? how does the perpetuation of a race negatively impact you ?,1,white_grievance
article 4 sec 4 of our constitution . black & white . we are being invaded .,1,white_grievance
bbc fires award-winning white male comedian for being white and male,1,white_grievance
because it's the true heritage and origin of the white race ! ~,1,incitement
because your fans are mostly white . cohenservatives hate white people .,1,white_grievance
belgium : non-white invader rapes white woman after dont rape course | read more : via,1,stereotypical
black celebrities who belong to 5 % er anti-white race war cult va,1,white_grievance
black mob pounces on young white couple,1,inferiority
black people only seem to thrive in white countries . how strange .,1,irony
blacks are shot by police in proportion to the number of stops . whites are murdered by blacks dispropor,1,white_grievance
but flooding white america with race mixing in advertisements is just as wrong as forcing an individual to not marry someone of other race .,1,incitement
but hate speech and violent acts of hate perpetrated against white people is just fine with the scumbag,1,white_grievance
but there is an anti-white agenda . nobody is pro white and if they even consider that thought they are called nazis .,1,white_grievance
can you give us examples of some of these more equal societies that have less crime ? any that are not white or asian in particular ?,1,stereotypical
cbn : sweden is on the fast tract to become a 3rd world country #swrm via,1,incitement
daily terrorism the new normal in the lands of diversity  aka white countries & only white countries .,1,stereotypical
david lane : the white genocide manifesto #swrm #davidlane #fourteenwords via,1,white_grievance
detroit : the death of white civilisation via,1,white_grievance
detroit : the death of white civilisation | more : via,1,white_grievance
discussing jewish power and influence is anti-semitic #withjewswelose,1,stereotypical
erryone knows jews  hispanics and mulattos are white .,1,irony
ethics r subjective & white . truth is objective . if cultmarx white genocide succeeds t,1,white_grievance
ethnic norwegians disappearing as non-white colonization intensifies #swrm #white via,1,white_grievance
europe must rise before the lovely white race is completely destroyed,1,white_grievance
even here i can see under the caps are no white people - looks like obama and his devout moslims,1,stereotypical
even the scull structure are diverent  the white race has got a crown in the middle of our hairline  the blacks don't ..,1,inferiority
explain to me why white nationalist ideology shouldnt be allowed to be discussed ? there is nationalism concerning every other race that is allowed  but its only disallowed when its white nationalism . why is that ?,1,white_grievance
from what i'm reading here in the us  it's racial hate from blacks on white  and especially the farmer .,1,white_grievance
god bless the work of . these leaflet drops should be the standard for white advocacy in america .,1,incitement
golden dawn announces imia march 2013 : every white nationalist is invited via,1,incitement
gosh darn  to bad we whites deserve it for being mean to some brown people a long time ago . diversity is the future !,1,irony
had whites put something like this out  there would be a huge manhunt for the ringleaders .,1,white_grievance
has numerous excellent articles on their site proving that white people are the only race who take care of the environment .,1,inferiority
hey black lies matter how does it feel knowing the white man you hate so much is still leading and lying to you ?,1,incitement
honestly ~ i didn't know those white-looking individuals who badmouthed white people are ( ( ( them ) ) ) inside,1,white_grievance
how about that : muslims in canadian jihad plot were apparently really swell guys : educated  well off  respec ...,1,irony
how can #churches protect themselves in the wake of the courts gay marriage ruling ? via &,1,white_grievance
i already answered this . why are you denying racial iq and evolutionary psychology / biology ?,1,inferiority
i believe your are slurring all white people  its offensive . #waronwhites,1,white_grievance
i can appreciate that . i'm against non white immigration because far too many hate whites .,1,white_grievance
i hate the media  how manipulative and vile they are  always covering up for islam  but quick to demonize white people .,1,white_grievance
i live in maxine waters district  she's always been one of the most racist politicians in america . to her hating white people isn't racist .,1,white_grievance
i opine  today's america supports jews  chinese  migrated muslims and all races but neglecting its white aborigines !,1,white_grievance
i want to save lives  cut costs  and save our major cities . and disarming black people is the most effective solution #nra,1,incitement
if defending your southern ancestors makes one a racist  then i am a racist . unlike pathetic i will not repudiate my grandparents .,1,white_grievance
if that is so  it clearly shows the hate crime punishment is only for white men .,1,white_grievance
if you are a person of european  non-amerindian heritage  send us an application .,1,incitement
illegal aliens who kill citizens need to be deported . to say its racist is like me saying mafia rico laws are racist,1,incitement
illegal immigration is theft,1,white_grievance
in this day and age being white is a bad word,1,white_grievance
is atlanta still considered the south ? or new congo ?,1,irony
islamists throughout the white house ? #rt #stopislam #crusades #makedclisten #wakeupamerica,1,incitement
islamophobia ? what do these people expect when they kill us and fly airplanes into our buildings ?,1,stereotypical
it has nothing to do with being american but everything to with the preservation of the white race .,1,white_grievance
it's a scientific fact that the white race is superior . #opkkk,1,inferiority
it's funny you think a white country should have non-white nationalists . a country is i,1,incitement
it's not wrong if you're any other race  but if you're white  you're a white supremist  racist  bigot,1,white_grievance
jew run facebook takes down uc berkeley white student union,1,stereotypical
jew run google soliciting donations to support non-white invasion of europe via,1,stereotypical
jewish journalist alanna schubach wants to bring multiculturalism to the noble japanese  ending millennia of tradition and homogeneity .,1,incitement
jews are known for bravery . they could simply move to israel but instead they try to pass as white .,1,stereotypical
jews are not white . they admit this themselves and they have difference dna than gentiles,1,inferiority
jews are now in full control : canadian man goes to jail for posting on white nationalist websites | read more :,1,stereotypical
jews have always instigated and radicalized other racial minorities against white societies - they admit it here :,1,stereotypical
just don't allow any in and start hiring our american people to do the jobs .,1,incitement
kill your just set white people back a 100 yrs and made race baiters look great !,1,threatening
kkk alive and well white brother hood unite ku klux klan white power accept me brothers !,1,incitement
latvia : thousands hold stop white genocide rallies | read more : via,1,white_grievance
linking the cops to the rally is lame . paul ryan supports globalization and white genoci,1,white_grievance
love white genocide . also see this :,1,white_grievance
low iq  higher crime rates  higher rates of fatherless households,1,stereotypical
massive white revolution *,1,incitement
meaning 1 white for every 30 ?,1,white_grievance
merry christmas from identity evropa !,1,incitement
millions of africans every year leave lands controlled by blacks to live in lands controlled by whites . come on  man,1,incitement
moscow ? or pakistan ? .. #wr #whiteresistance #whitegenocide,1,white_grievance
muslim who slashed ny cop w / cleaver deemed not a terror threat after ... by via,1,stereotypical
must must must read . mt you're allowed to speak about jihad violence in uk  as long as you're for it .,1,stereotypical
my ancestors conquered this land . why would i squander my inheritance ?,1,incitement
nearly .. america was a white european country ... the fact you are ignorant of this fact is odd ...,1,incitement
no more white submissivism to jewish supremacism .,1,white_grievance
no rebranding isn't needed  america's roots are white nationalism . #redpillamerica #americanhistory #makewamericanschooseiftheywatobeamerican,1,incitement
no sanctuary cities ( period ) !,1,white_grievance
nomore babysitters for the illegals breaking the law .,1,white_grievance
nonsense . slaves  unlike poor whites  had access to healthcare and a better diet than even modern blacks .,1,white_grievance
not surprised . liberals & islamists biggest threat to india . oh & add indian main stream media to it as well,1,white_grievance
not to mention jews are listed as whites  so the white per capita number is already distorted ...,1,white_grievance
only a stupid white person would prefer white patriots to vanish ! take a stroll through a no go zone and see -,1,white_grievance
only hope for the white race is to form separate b / w nations otherwise we'll forever be victims of communism & class envy .,1,white_grievance
people encourage mixed race relationships which is breeding out the white race that's white racial genocide .,1,white_grievance
please check out our movie #thegranddeception about the #muslimbrotherhood in usa .,1,stereotypical
previous article hid his black race - but i knew it was a black male killing a young white woman,1,stereotypical
ramadan begins in afghanistan : muslim murder 18 with jihad suicide car bomb,1,stereotypical
reality is worse than this picture . at least the couple are white here . liberal media and le,1,incitement
retweeted the aa agenda ( ): he's a gay transvestite white ...,1,incitement
sadly this is what the older jewish sect wants . a black on white race war,1,stereotypical
saving the white race - is it time yet ? - renegade tribune,1,white_grievance
seriously don't they know that we all bleed red ? when a muslim blows up a european hes reall,1,stereotypical
she doesn't recognize white people's right to exist  and alexandria is 60 % white  so why would she care ? it's simple math .,1,white_grievance
shut it down : as the jewish media loses power  alternative media comes under attack via,1,stereotypical
so islam doesn't command to kill disbelievers ? is that what you are saying ?,1,stereotypical
so we should race mix to ensure genetic diversity and healthy multiculturalism ? wow ! thanks anp .,1,irony
such a display of enthusiastic flag-waving is sure to outrage the powers that be in the eu . nationalism isn't dead  and that's a good thing,1,white_grievance
texas a & m . #projectsiege,1,incitement
that's because it's their religious duty to rid the world of women  permanently .,1,stereotypical
the biggest mistake the emperor of germany ever made was forcing ( ( ( them ) ) ) to take european names . now we've got all of these steins  bergs and sons running around . instead of folks with asiatic names that would mark them out,1,incitement
the kkk . how old does my little boy need to be to join ?,1,incitement
the left would literally rather a white man murder 700 people  than see any other race be found guilty of jay walking . it's pathetic .,1,white_grievance
the liberal zionist crisis - - white nationalists are villains  but settlers are ' complex ',1,white_grievance
the main threat to whites ( europeans ) are other whites ( antiwhite whites )  not any low iq 3rd worlder .,1,inferiority
the ongoing war against white people : european front,1,white_grievance
the people hate the gop . don't worry  charlottesville was just the beginning . we're growing extremely fast .,1,incitement
the people who predicted the catastrophic result of mass immigration were banished from political discourse,1,white_grievance
the realist report : don advo the war on white people via,1,white_grievance
the war against white people proof #tcot,1,white_grievance
the white genocide continues : white race now a minority in three more uk towns and cities via #flegs,1,white_grievance
the white house is the jihad terror on american soil,1,stereotypical
these people are all white . where's the diversity ? immigration = immigrants . meaning not white .,1,irony
they say they are anti-racist  but what they really are is anti-white ! | more : via,1,white_grievance
this ^ the white race's response  or lack thereof  2 these attempts 2 eradicate our past &,1,white_grievance
this is a white identitarian group silly  no parasites here,1,inferiority
this is just another good reason for white southerners to quit giving their money to the nfl .,1,incitement
this photo was taken after fields drove his car  isis-like  into the crowd . see the people lying on the ground ?,1,stereotypical
time to stand up ! we r taking this country back ! #truth #maga #trump #pence law & order supporter,1,incitement
